"key","message","comment","context"
"Turnover","ЭТО ХТ",,
"Turnover (excl. Tax) per team","Это зависит от команды, проводящей исследование.",,
"Turnover Study",,,
"Turnover per customer category","CA HT по категориям клиентов",,
"Turnover per customer sector","CA HT по отраслям деятельности",,
"Turnover per customer type","CA HT по типу клиента",,
"Turnover per month per salesman","Примерно в месяц за рекламу",,
"Type",,,
"Unit","Единица",,
"Unit cost","Удельные затраты",,
"Unit cost price in company currency","Удельная стоимость в валюте компании",,
"Unit price","Цена за единицу",,
"Unit price A.T.I.","Цена за единицу продукции T. T. C.",,
"Unit price W.T.","Цена за единицу продукции H. T.",,
"Unit price discounted","цена за единицу продукции со скидкой",,
"Unrenewed","Не продлен",,
"Unselect this optional complementary product",,,
"Update customer's accepted credit","Обновить принятую сумму непогашенной задолженности",,
"Update from","Выбор метода генерации",,
"Update from configurator","генерировать из конфигуратора",,
"Update from product","генерировать из продукта",,
"User assigned to customer","Назначенный пользователь на клиенте",,
"User to fill salesperson","Режим заполнения торгового представителя в котировках/заказах",,
"Validate and generate the line","проверка и создание строки",,
"Validate changes","проверка изменений",,
"Validated","Проверенный",,
"Validity duration","Срок действия",,
"Validity duration per default","Срок действия по умолчанию",,
"Value","Значение",,
"Version Number","номер версии",,
"Version date","Дата",,
"Version number","выпуска просмотр номера версии",,
"View","Vue",,
"WT","HT",,
"Warning, a completed order can't be changed anymore, do you want to continue?","Будьте осторожны, выполненный заказ больше не может быть изменен. Вы хотите продолжить ?",,
"Warning, you can't create a sub element in a product.","""Осторожно, невозможно создать подпункт в продукте",,
"Warning, you're trying to remove an element that have children, by removing this element, their children are going to be removed as well.",""". ""осторожно, вы пытаетесь удалить элемент, у которого есть дочерние элементы, удалив этот элемент, их дочерние элементы также будут удалены"".",,
"Watch out, a sale order was already created with this external reference.","""Обратите внимание, что для этой внешней ссылки уже создана цитата"".",,
"Weekly",,,
"When activated, the total margin of a sale order will take into account sale order lines where the cost price or the sale price is zero.","""Когда эта опция включена, маржа заказа будет учитывать позиции заказа, стоимость или цена продажи которых равны нулю"".",,
"Widget Attributes",,,
"Word",,,
"Workshop",,,
"Year","Год",,
"Year 1 To Date","Год с 1 по настоящее время",,
"Year 2 To Date","Год 2 по настоящее время",,
"Yearly","Ежегодный",,
"You are using a product for which the '%s' pricing should be applied.</br>However, it could not be applied.</br>Please check your pricing if this does not seem normal.","""Вы используете продукт, к которому должна применяться шкала ""%s"".</br>однако это не могло быть применено.< / br>пожалуйста, проверьте свою шкалу, если это не кажется вам нормальным"".",,
"You can either generate an empty project, a project with sub-projects or a project with tasks. When generating sub-projects or tasks, one element will be created for each sale order line with a service-type product that has ""Produce"" as its supply method (Configuration tab). Subtasks models are filled in the Product form when the corresponding configuration is active in Business Project module configuration.","""Вы можете создать пустой проект, проект с подпроектами или проект с задачами. Для создания подпроектов или задач для каждой командной строки будет создан элемент с продуктом типа "" поставка ""и режимом подготовки""производство"" (вкладка"" конфигурация""). Шаблоны подзадач заполняются в описании продукта, когда соответствующая конфигурация включена в конфигурации модуля ""Управление бизнесом"".""",,
"You have to choose at least one sale order","Вы должны выбрать хотя бы один заказ на продажу",,
"You have to choose at least one sale quotation","Вы должны выбрать хотя бы одно предложение клиента",,
"You must configure a script to fill the created product code.","Пожалуйста, настройте сценарий для заполнения кода созданного продукта.",,
"You must configure a script to fill the created product name.","Пожалуйста, настройте сценарий для ввода названия созданного продукта.",,
"You must configure a script to fill the product name in the created sale order line.","Пожалуйста, настройте сценарий для ввода названия продукта в созданную командную строку.",,
"You must fill a partner for the opportunity %s.","Вы должны заполнить третью часть для возможности %s.",,
"copy","копирование",,
"gives access to a repository with the same syntax as the repositories in java","предоставляет доступ к репозиторию, который использует тот же синтаксис, что и классы репозитория в java",,
"gives access to connected user.",", предоставляет доступ вошедшему в систему пользователю.",,
"gives access to the id of parent sale order (when adding a sale order line with this configurator)","предоставляет доступ к идентификатору родительского заказа (когда этот конфигуратор используется для добавления строки предложения)",,
"gives access to today date and","предоставляет доступ к текущей дате и",,
"import.verb","импортирует",,
"is used for concatenation","используется для объединения",,
"sale.quantity","количества",,
"searching Partners that are suppliers and with a name starting with вЂњAвЂќ",,,
"searching for Product with id = 1:","найдите продукт, у которого идентификатор = 1",,
"searching for ProductFamily with the code вЂ�SERVвЂ™",,,
"to current date time.","на текущую дату и время.",,
"value:Sale","Объем продаж",,
